ANO;LOCALIDAD_RESIDENCIA;SEXO;CASOS;MUERTES;
2021;20 - Sumapaz;M;7;;
2021;20 - Sumapaz;F;2;;
2021;20 - Sumapaz;M;6;;
2021;20 - Sumapaz;F;6;;
2021;20 - Sumapaz;M;5;;
2021;20 - Sumapaz;F;3;;
2021;20 - Sumapaz;M;4;;
2021;20 - Sumapaz;F;3;;
2021;20 - Sumapaz;M;1;;
2021;20 - Sumapaz;F;2;;
2021;20 - Sumapaz;M;4;;
2021;20 - Sumapaz;F;1;;
2021;20 - Sumapaz;M;1;;
2021;20 - Sumapaz;F;1;;
2021;20 - Sumapaz;M;1;;
2021;20 - Sumapaz;M;2;1;
2021;20 - Sumapaz;F;1;;
2021;20 - Sumapaz;M;3;;
2021;22 - En Rev_Loc;F;43;;
2021;22 - En Rev_Loc;M;35;;
2021;22 - En Rev_Loc;F;166;;
2021;22 - En Rev_Loc;M;167;;
2021;22 - En Rev_Loc;F;320;;
2021;22 - En Rev_Loc;M;336;;
2021;22 - En Rev_Loc;F;483;;
2021;22 - En Rev_Loc;M;461;;
2021;22 - En Rev_Loc;F;696;;
2021;22 - En Rev_Loc;M;708;;
2021;22 - En Rev_Loc;F;1214;;
2021;22 - En Rev_Loc;M;1267;;
2021;22 - En Rev_Loc;F;1598;;
2021;22 - En Rev_Loc;M;1574;;
2021;22 - En Rev_Loc;F;1381;1;
2021;22 - En Rev_Loc;M;1509;1;
2021;22 - En Rev_Loc;F;1365;1;
2021;22 - En Rev_Loc;M;1442;1;
2021;22 - En Rev_Loc;F;1197;;
2021;22 - En Rev_Loc;M;1235;1;
2021;22 - En Rev_Loc;F;986;1;
2021;22 - En Rev_Loc;M;903;2;
2021;22 - En Rev_Loc;F;807;5;
2021;22 - En Rev_Loc;M;776;2;
2021;22 - En Rev_Loc;F;695;1;
2021;22 - En Rev_Loc;M;584;3;
2021;22 - En Rev_Loc;F;489;1;
2021;22 - En Rev_Loc;M;434;;
2021;22 - En Rev_Loc;F;273;;
2021;22 - En Rev_Loc;M;251;2;
2021;22 - En Rev_Loc;F;169;1;
2021;22 - En Rev_Loc;M;174;4;
2021;22 - En Rev_Loc;F;115;;
2021;22 - En Rev_Loc;M;77;2;
2021;22 - En Rev_Loc;F;58;;
2021;22 - En Rev_Loc;M;52;2;
2021;22 - En Rev_Loc;F;32;1;
2021;22 - En Rev_Loc;M;34;1;
2021;22 - En Rev_Loc;F;21;1;
2021;22 - En Rev_Loc;M;15;2;
2021;22 - En Rev_Loc;F;8;2;
2021;22 - En Rev_Loc;F;3;;
2021;22 - En Rev_Loc;M;1;;
2021;99 - Localidad Desconocida;F;33;;
2021;99 - Localidad Desconocida;M;33;;
2021;99 - Localidad Desconocida;F;156;;
2021;99 - Localidad Desconocida;M;171;1;
2021;99 - Localidad Desconocida;F;192;1;
2021;99 - Localidad Desconocida;M;211;;
2021;99 - Localidad Desconocida;F;289;;
2021;99 - Localidad Desconocida;M;245;2;
2021;99 - Localidad Desconocida;F;469;1;
2021;99 - Localidad Desconocida;M;434;1;
2021;99 - Localidad Desconocida;F;1042;2;
2021;99 - Localidad Desconocida;M;969;;
2021;99 - Localidad Desconocida;F;1304;1;
2021;99 - Localidad Desconocida;M;1327;1;
2021;99 - Localidad Desconocida;F;1401;1;
2021;99 - Localidad Desconocida;M;1396;7;
2021;99 - Localidad Desconocida;F;1306;2;
2021;99 - Localidad Desconocida;M;1373;4;
2021;99 - Localidad Desconocida;F;1082;6;
2021;99 - Localidad Desconocida;M;1108;3;
2021;99 - Localidad Desconocida;F;801;7;
2021;99 - Localidad Desconocida;M;910;12;
2021;99 - Localidad Desconocida;F;732;8;
2021;99 - Localidad Desconocida;M;708;8;
2021;99 - Localidad Desconocida;F;629;13;
2021;99 - Localidad Desconocida;M;563;16;
2021;99 - Localidad Desconocida;F;471;14;
2021;99 - Localidad Desconocida;M;429;28;
2021;99 - Localidad Desconocida;F;294;13;
2021;99 - Localidad Desconocida;M;249;22;
2021;99 - Localidad Desconocida;F;164;24;
2021;99 - Localidad Desconocida;M;175;19;
2021;99 - Localidad Desconocida;F;95;11;
2021;99 - Localidad Desconocida;M;80;16;
2021;99 - Localidad Desconocida;F;63;6;
2021;99 - Localidad Desconocida;M;67;23;
2021;99 - Localidad Desconocida;F;43;6;
2021;99 - Localidad Desconocida;M;27;8;
2021;99 - Localidad Desconocida;F;9;3;
2021;99 - Localidad Desconocida;M;11;3;
2021;99 - Localidad Desconocida;F;3;;
2021;99 - Localidad Desconocida;M;2;;
2022;01 - Usaquén;F;126;;
2022;01 - Usaquén;M;172;;
2022;01 - Usaquén;F;453;;
2022;01 - Usaquén;M;553;;
2022;01 - Usaquén;F;452;1;
2022;01 - Usaquén;M;516;;
2022;01 - Usaquén;F;597;;
2022;01 - Usaquén;M;580;;
2022;01 - Usaquén;F;803;;
2022;01 - Usaquén;M;666;;
2022;01 - Usaquén;F;1641;1;
2022;01 - Usaquén;M;1069;;
2022;01 - Usaquén;F;2280;;
2022;01 - Usaquén;M;1499;;
2022;01 - Usaquén;F;2648;;
2022;01 - Usaquén;M;1767;1;
2022;01 - Usaquén;F;2637;;
2022;01 - Usaquén;M;1908;1;
2022;01 - Usaquén;F;2483;;
2022;01 - Usaquén;M;1777;;
2022;01 - Usaquén;F;2046;4;
2022;01 - Usaquén;M;1413;2;
2022;01 - Usaquén;F;1802;1;
2022;01 - Usaquén;M;1256;1;
2022;01 - Usaquén;F;1933;1;
2022;01 - Usaquén;M;1195;2;
2022;01 - Usaquén;F;2029;2;
2022;01 - Usaquén;M;1417;7;
2022;01 - Usaquén;F;1729;7;
2022;01 - Usaquén;M;1059;10;
2022;01 - Usaquén;F;1305;3;
2022;01 - Usaquén;M;954;8;
2022;01 - Usaquén;F;959;15;
2022;01 - Usaquén;M;693;22;
2022;01 - Usaquén;F;659;12;
2022;01 - Usaquén;M;507;29;
2022;01 - Usaquén;F;424;15;
2022;01 - Usaquén;M;283;29;
2022;01 - Usaquén;F;218;15;
2022;01 - Usaquén;M;149;27;
2022;01 - Usaquén;F;78;13;
2022;01 - Usaquén;M;31;10;
2022;01 - Usaquén;F;14;;
2022;01 - Usaquén;M;8;3;
2022;02 - Chapinero;F;49;;
2022;02 - Chapinero;M;54;;
2022;02 - Chapinero;F;199;;
2022;02 - Chapinero;M;220;;
2022;02 - Chapinero;F;206;;
2022;02 - Chapinero;M;208;;
2022;02 - Chapinero;F;284;;
2022;02 - Chapinero;M;227;;
2022;02 - Chapinero;F;290;;
2022;02 - Chapinero;M;272;;
2022;02 - Chapinero;F;664;;
2022;02 - Chapinero;M;431;1;
2022;02 - Chapinero;F;1061;;
2022;02 - Chapinero;M;757;;
2022;02 - Chapinero;F;1225;1;
2022;02 - Chapinero;M;1028;1;
2022;02 - Chapinero;F;1229;;
2022;02 - Chapinero;M;1056;;
2022;02 - Chapinero;F;1023;;
2022;02 - Chapinero;M;849;;
2022;02 - Chapinero;F;831;;
2022;02 - Chapinero;M;677;1;
2022;02 - Chapinero;F;700;;
2022;02 - Chapinero;M;553;1;
2022;02 - Chapinero;F;666;1;
2022;02 - Chapinero;M;568;1;
2022;02 - Chapinero;F;717;;
2022;02 - Chapinero;M;624;1;
2022;02 - Chapinero;F;556;2;
2022;02 - Chapinero;M;423;;
2022;02 - Chapinero;F;391;1;
2022;02 - Chapinero;M;332;4;
2022;02 - Chapinero;F;289;3;
2022;02 - Chapinero;M;244;5;
2022;02 - Chapinero;F;188;4;
2022;02 - Chapinero;M;159;4;
2022;02 - Chapinero;F;136;6;
2022;02 - Chapinero;M;81;2;
2022;02 - Chapinero;F;77;4;
2022;02 - Chapinero;M;48;6;
2022;02 - Chapinero;F;15;6;
2022;02 - Chapinero;M;7;3;
2022;02 - Chapinero;F;2;1;
2022;02 - Chapinero;M;1;;
2022;03 - Santa Fe;F;31;;
2022;03 - Santa Fe;M;50;;
2022;03 - Santa Fe;F;81;;
2022;03 - Santa Fe;M;100;;
2022;03 - Santa Fe;F;50;;
2022;03 - Santa Fe;M;75;;
2022;03 - Santa Fe;F;60;;
2022;03 - Santa Fe;M;69;;
2022;03 - Santa Fe;F;143;;
2022;03 - Santa Fe;M;116;;
2022;03 - Santa Fe;F;362;1;
2022;03 - Santa Fe;M;297;;
2022;03 - Santa Fe;F;452;;
2022;03 - Santa Fe;M;340;1;
2022;03 - Santa Fe;F;498;;
2022;03 - Santa Fe;M;338;;
2022;03 - Santa Fe;F;452;;
2022;03 - Santa Fe;M;366;1;
2022;03 - Santa Fe;F;372;1;
2022;03 - Santa Fe;M;308;1;
2022;03 - Santa Fe;F;296;2;
2022;03 - Santa Fe;M;224;;
2022;03 - Santa Fe;F;269;;
2022;03 - Santa Fe;M;171;;
2022;03 - Santa Fe;F;216;;
2022;03 - Santa Fe;M;181;1;
2022;03 - Santa Fe;F;209;2;
2022;03 - Santa Fe;M;167;5;
2022;03 - Santa Fe;F;142;;
2022;03 - Santa Fe;M;133;2;
2022;03 - Santa Fe;F;107;1;
2022;03 - Santa Fe;M;95;6;
2022;03 - Santa Fe;F;83;5;
2022;03 - Santa Fe;M;52;3;
2022;03 - Santa Fe;F;39;4;
2022;03 - Santa Fe;M;50;8;
2022;03 - Santa Fe;F;25;2;
2022;03 - Santa Fe;M;21;4;
2022;03 - Santa Fe;F;14;2;
2022;03 - Santa Fe;M;16;7;
2022;03 - Santa Fe;F;2;1;
2022;03 - Santa Fe;M;3;1;
2022;04 - San Cristóbal;F;73;;
2022;04 - San Cristóbal;M;76;;
2022;04 - San Cristóbal;F;180;;
2022;04 - San Cristóbal;M;199;;
2022;04 - San Cristóbal;F;112;;
2022;04 - San Cristóbal;M;103;;
2022;04 - San Cristóbal;F;134;;
2022;04 - San Cristóbal;M;148;;
2022;04 - San Cristóbal;F;249;;
2022;04 - San Cristóbal;M;185;;
2022;04 - San Cristóbal;F;692;;
2022;04 - San Cristóbal;M;397;;
2022;04 - San Cristóbal;F;769;1;
2022;04 - San Cristóbal;M;508;;
2022;04 - San Cristóbal;F;723;;
2022;04 - San Cristóbal;M;482;3;
2022;04 - San Cristóbal;F;659;;
2022;04 - San Cristóbal;M;403;;
2022;04 - San Cristóbal;F;581;;
2022;04 - San Cristóbal;M;373;1;
2022;04 - San Cristóbal;F;494;;
2022;04 - San Cristóbal;M;257;;
2022;04 - San Cristóbal;F;425;1;
2022;04 - San Cristóbal;M;260;1;
2022;04 - San Cristóbal;F;373;1;
2022;04 - San Cristóbal;M;231;1;
2022;04 - San Cristóbal;F;298;5;
2022;04 - San Cristóbal;M;219;4;
2022;04 - San Cristóbal;F;172;;
2022;04 - San Cristóbal;M;141;5;
2022;04 - San Cristóbal;F;154;4;
2022;04 - San Cristóbal;M;117;10;
2022;04 - San Cristóbal;F;106;5;
2022;04 - San Cristóbal;M;85;7;
2022;04 - San Cristóbal;F;66;6;
2022;04 - San Cristóbal;M;72;21;
2022;04 - San Cristóbal;F;50;9;
2022;04 - San Cristóbal;M;41;10;
2022;04 - San Cristóbal;F;19;8;
2022;04 - San Cristóbal;M;11;6;
2022;04 - San Cristóbal;F;12;1;
2022;04 - San Cristóbal;M;3;1;
2022;04 - San Cristóbal;F;2;1;
2022;05 - Usme;F;42;;
2022;05 - Usme;M;70;;
2022;05 - Usme;F;116;1;
2022;05 - Usme;M;161;1;
2022;05 - Usme;F;93;;
2022;05 - Usme;M;107;;
2022;05 - Usme;F;120;;
2022;05 - Usme;M;123;;
2022;05 - Usme;F;220;;
2022;05 - Usme;M;140;;
2022;05 - Usme;F;545;;
2022;05 - Usme;M;358;;
2022;05 - Usme;F;625;;
2022;05 - Usme;M;425;;
2022;05 - Usme;F;581;;
2022;05 - Usme;M;363;;
2022;05 - Usme;F;576;;
2022;05 - Usme;M;362;;
2022;05 - Usme;F;479;;
2022;05 - Usme;M;294;;
2022;05 - Usme;F;345;3;
2022;05 - Usme;M;202;;
2022;05 - Usme;F;316;;
2022;05 - Usme;M;154;;
2022;05 - Usme;F;243;1;
2022;05 - Usme;M;133;;
2022;05 - Usme;F;204;4;
2022;05 - Usme;M;144;3;
2022;05 - Usme;F;129;1;
2022;05 - Usme;M;105;3;
2022;05 - Usme;F;78;1;
2022;05 - Usme;M;81;4;
2022;05 - Usme;F;55;7;
2022;05 - Usme;M;55;2;
2022;05 - Usme;F;30;2;
2022;05 - Usme;M;35;7;
2022;05 - Usme;F;33;4;
2022;05 - Usme;M;26;4;
2022;05 - Usme;F;8;3;
2022;05 - Usme;M;7;2;
2022;05 - Usme;F;4;;
2022;05 - Usme;M;1;1;
2022;06 - Tunjuelito;F;35;;
2022;06 - Tunjuelito;M;35;;
2022;06 - Tunjuelito;F;74;;
2022;06 - Tunjuelito;M;73;;
2022;06 - Tunjuelito;F;43;;
2022;06 - Tunjuelito;M;69;;
2022;06 - Tunjuelito;F;64;;
2022;06 - Tunjuelito;M;91;;
2022;06 - Tunjuelito;F;129;;
2022;06 - Tunjuelito;M;90;;
2022;06 - Tunjuelito;F;289;;
2022;06 - Tunjuelito;M;200;;
2022;06 - Tunjuelito;F;408;;
2022;06 - Tunjuelito;M;283;;
2022;06 - Tunjuelito;F;388;;
2022;06 - Tunjuelito;M;242;;
2022;06 - Tunjuelito;F;307;;
2022;06 - Tunjuelito;M;231;;
2022;06 - Tunjuelito;F;286;;
2022;06 - Tunjuelito;M;209;;
2022;06 - Tunjuelito;F;240;;
2022;06 - Tunjuelito;M;160;;
2022;06 - Tunjuelito;F;259;1;
2022;06 - Tunjuelito;M;146;1;
2022;06 - Tunjuelito;F;220;;
2022;06 - Tunjuelito;M;169;2;
2022;06 - Tunjuelito;F;223;1;
2022;06 - Tunjuelito;M;151;4;
2022;06 - Tunjuelito;F;147;2;
2022;06 - Tunjuelito;M;84;2;
2022;06 - Tunjuelito;F;104;1;
2022;06 - Tunjuelito;M;76;4;
2022;06 - Tunjuelito;F;68;2;
2022;06 - Tunjuelito;M;52;4;
2022;06 - Tunjuelito;F;47;2;
2022;06 - Tunjuelito;M;43;6;
2022;06 - Tunjuelito;F;27;5;
2022;06 - Tunjuelito;M;24;2;
2022;06 - Tunjuelito;F;23;7;
2022;06 - Tunjuelito;M;12;2;
2022;06 - Tunjuelito;F;3;1;
2022;06 - Tunjuelito;M;3;2;
2022;07 - Bosa;F;131;;
2022;07 - Bosa;M;128;;
2022;07 - Bosa;F;259;;
2022;07 - Bosa;M;317;1;
2022;07 - Bosa;F;141;;
2022;07 - Bosa;M;148;;
2022;07 - Bosa;F;171;;
2022;07 - Bosa;M;154;;
2022;07 - Bosa;F;392;;
2022;07 - Bosa;M;252;;
2022;07 - Bosa;F;1059;3;
2022;07 - Bosa;M;656;;
2022;07 - Bosa;F;1129;;
2022;07 - Bosa;M;762;1;
2022;07 - Bosa;F;1086;;
2022;07 - Bosa;M;749;1;
2022;07 - Bosa;F;960;;
2022;07 - Bosa;M;622;;
2022;07 - Bosa;F;828;;
2022;07 - Bosa;M;575;;
2022;07 - Bosa;F;686;;
2022;07 - Bosa;M;395;1;
2022;07 - Bosa;F;577;4;
2022;07 - Bosa;M;333;;
2022;07 - Bosa;F;467;6;
2022;07 - Bosa;M;280;4;
2022;07 - Bosa;F;344;4;
2022;07 - Bosa;M;234;5;
2022;07 - Bosa;F;214;3;
2022;07 - Bosa;M;158;7;
2022;07 - Bosa;F;143;4;
2022;07 - Bosa;M;118;4;
2022;07 - Bosa;F;95;7;
2022;07 - Bosa;M;89;11;
2022;07 - Bosa;F;64;7;
2022;07 - Bosa;M;55;12;
2022;07 - Bosa;F;52;8;
2022;07 - Bosa;M;42;10;
2022;07 - Bosa;F;21;6;
2022;07 - Bosa;M;16;2;
2022;07 - Bosa;F;10;1;
2022;07 - Bosa;M;4;3;
2022;07 - Bosa;F;1;;
2022;08 - Kennedy;F;175;;
2022;08 - Kennedy;M;217;;
2022;08 - Kennedy;F;449;1;
2022;08 - Kennedy;M;526;;
2022;08 - Kennedy;F;265;;
2022;08 - Kennedy;M;363;;
2022;08 - Kennedy;F;357;;
2022;08 - Kennedy;M;345;;
2022;08 - Kennedy;F;631;;
2022;08 - Kennedy;M;460;;
2022;08 - Kennedy;F;1686;;
2022;08 - Kennedy;M;1028;;
2022;08 - Kennedy;F;2216;;
2022;08 - Kennedy;M;1306;3;
2022;08 - Kennedy;F;2109;2;
2022;08 - Kennedy;M;1408;1;
2022;08 - Kennedy;F;2171;;
2022;08 - Kennedy;M;1373;1;
2022;08 - Kennedy;F;2024;1;
2022;08 - Kennedy;M;1358;2;
2022;08 - Kennedy;F;1576;;
2022;08 - Kennedy;M;1026;1;
2022;08 - Kennedy;F;1240;1;
2022;08 - Kennedy;M;838;5;
2022;08 - Kennedy;F;1193;4;
2022;08 - Kennedy;M;728;3;
2022;08 - Kennedy;F;1078;4;
2022;08 - Kennedy;M;768;8;
2022;08 - Kennedy;F;757;9;
2022;08 - Kennedy;M;558;9;
2022;08 - Kennedy;F;531;7;
2022;08 - Kennedy;M;387;12;
2022;08 - Kennedy;F;380;10;
2022;08 - Kennedy;M;287;17;
2022;08 - Kennedy;F;233;21;
2022;08 - Kennedy;M;230;27;
2022;08 - Kennedy;F;156;29;
2022;08 - Kennedy;M;142;25;
2022;08 - Kennedy;F;89;18;
2022;08 - Kennedy;M;57;17;
2022;08 - Kennedy;F;24;7;
2022;08 - Kennedy;M;20;7;
2022;08 - Kennedy;F;6;1;
2022;09 - Fontibón;F;51;;
2022;09 - Fontibón;M;80;;
2022;09 - Fontibón;F;206;;
2022;09 - Fontibón;M;246;;
2022;09 - Fontibón;F;140;;
2022;09 - Fontibón;M;180;;
2022;09 - Fontibón;F;206;;
2022;09 - Fontibón;M;201;;
2022;09 - Fontibón;F;342;;
2022;09 - Fontibón;M;261;;
2022;09 - Fontibón;F;849;;
2022;09 - Fontibón;M;583;;
2022;09 - Fontibón;F;1133;;
2022;09 - Fontibón;M;797;;
2022;09 - Fontibón;F;1146;;
2022;09 - Fontibón;M;829;1;
2022;09 - Fontibón;F;1133;1;
2022;09 - Fontibón;M;845;;
2022;09 - Fontibón;F;1070;1;
2022;09 - Fontibón;M;772;;
2022;09 - Fontibón;F;943;1;
2022;09 - Fontibón;M;632;;
2022;09 - Fontibón;F;832;;
2022;09 - Fontibón;M;543;;
2022;09 - Fontibón;F;813;;
2022;09 - Fontibón;M;544;1;
2022;09 - Fontibón;F;756;2;
2022;09 - Fontibón;M;561;5;
2022;09 - Fontibón;F;532;2;
2022;09 - Fontibón;M;378;5;
2022;09 - Fontibón;F;358;7;
2022;09 - Fontibón;M;281;6;
2022;09 - Fontibón;F;239;9;
2022;09 - Fontibón;M;196;14;
2022;09 - Fontibón;F;183;10;
2022;09 - Fontibón;M;134;7;
2022;09 - Fontibón;F;97;7;
2022;09 - Fontibón;M;80;10;
2022;09 - Fontibón;F;51;4;
2022;09 - Fontibón;M;33;3;
2022;09 - Fontibón;F;18;3;
2022;09 - Fontibón;M;9;2;
2022;09 - Fontibón;F;4;1;
2022;10 - Engativá;F;147;1;
2022;10 - Engativá;M;152;;
2022;10 - Engativá;F;395;;
2022;10 - Engativá;M;477;;
2022;10 - Engativá;F;270;;
2022;10 - Engativá;M;320;;
2022;10 - Engativá;F;328;;
2022;10 - Engativá;M;325;1;
2022;10 - Engativá;F;561;;
2022;10 - Engativá;M;439;;
2022;10 - Engativá;F;1534;;
2022;10 - Engativá;M;1003;;
2022;10 - Engativá;F;2123;;
2022;10 - Engativá;M;1468;;
2022;10 - Engativá;F;2266;;
2022;10 - Engativá;M;1493;;
2022;10 - Engativá;F;2067;;
2022;10 - Engativá;M;1435;2;
2022;10 - Engativá;F;1895;;
2022;10 - Engativá;M;1281;;
2022;10 - Engativá;F;1508;2;
2022;10 - Engativá;M;916;1;
2022;10 - Engativá;F;1394;3;
2022;10 - Engativá;M;865;2;
2022;10 - Engativá;F;1356;4;
2022;10 - Engativá;M;809;3;
2022;10 - Engativá;F;1349;4;
2022;10 - Engativá;M;940;7;
2022;10 - Engativá;F;960;7;
2022;10 - Engativá;M;617;9;
2022;10 - Engativá;F;629;6;
2022;10 - Engativá;M;493;11;
2022;10 - Engativá;F;488;13;
2022;10 - Engativá;M;361;20;
2022;10 - Engativá;F;405;16;
2022;10 - Engativá;M;294;26;
2022;10 - Engativá;F;263;27;
2022;10 - Engativá;M;189;30;
2022;10 - Engativá;F;139;25;
2022;10 - Engativá;M;98;20;
2022;10 - Engativá;F;30;3;
2022;10 - Engativá;M;11;4;
2022;10 - Engativá;F;6;2;
2022;10 - Engativá;M;3;2;
2022;11 - Suba;F;232;;
2022;11 - Suba;M;297;1;
2022;11 - Suba;F;767;;
2022;11 - Suba;M;909;;
2022;11 - Suba;F;601;;
2022;11 - Suba;M;696;;
2022;11 - Suba;F;718;1;
2022;11 - Suba;M;817;;
2022;11 - Suba;F;1193;;
2022;11 - Suba;M;891;1;
2022;11 - Suba;F;2476;;
2022;11 - Suba;M;1797;1;
2022;11 - Suba;F;3357;1;
2022;11 - Suba;M;2243;1;
2022;11 - Suba;F;3595;;
2022;11 - Suba;M;2314;2;
2022;11 - Suba;F;3529;;
2022;11 - Suba;M;2353;;
2022;11 - Suba;F;3457;1;
2022;11 - Suba;M;2190;1;
2022;11 - Suba;F;2820;1;
2022;11 - Suba;M;1888;;
2022;11 - Suba;F;2499;2;
2022;11 - Suba;M;1553;4;
2022;11 - Suba;F;2544;5;
2022;11 - Suba;M;1670;7;
2022;11 - Suba;F;2515;5;
2022;11 - Suba;M;1698;8;
2022;11 - Suba;F;1829;6;
2022;11 - Suba;M;1266;9;
2022;11 - Suba;F;1399;11;
2022;11 - Suba;M;1016;17;
2022;11 - Suba;F;923;21;
2022;11 - Suba;M;709;18;
2022;11 - Suba;F;707;19;
2022;11 - Suba;M;522;34;
2022;11 - Suba;F;446;31;
2022;11 - Suba;M;300;31;
2022;11 - Suba;F;230;25;
2022;11 - Suba;M;153;24;
2022;11 - Suba;F;73;11;
2022;11 - Suba;M;29;5;
2022;11 - Suba;F;17;2;
2022;11 - Suba;M;6;2;
2022;12 - Barrios Unidos;F;26;;
2022;12 - Barrios Unidos;M;33;1;
2022;12 - Barrios Unidos;F;102;;
2022;12 - Barrios Unidos;M;105;;
2022;12 - Barrios Unidos;F;82;;
2022;12 - Barrios Unidos;M;77;;
2022;12 - Barrios Unidos;F;96;;
2022;12 - Barrios Unidos;M;81;;
2022;12 - Barrios Unidos;F;172;;
2022;12 - Barrios Unidos;M;203;1;
2022;12 - Barrios Unidos;F;402;;
2022;12 - Barrios Unidos;M;361;;
2022;12 - Barrios Unidos;F;533;;
2022;12 - Barrios Unidos;M;390;;
2022;12 - Barrios Unidos;F;588;;
2022;12 - Barrios Unidos;M;403;;
2022;12 - Barrios Unidos;F;499;;
2022;12 - Barrios Unidos;M;410;;
2022;12 - Barrios Unidos;F;508;;
2022;12 - Barrios Unidos;M;369;2;
2022;12 - Barrios Unidos;F;399;;
2022;12 - Barrios Unidos;M;295;;
2022;12 - Barrios Unidos;F;366;;
2022;12 - Barrios Unidos;M;268;;
2022;12 - Barrios Unidos;F;349;;
2022;12 - Barrios Unidos;M;223;1;
2022;12 - Barrios Unidos;F;415;;
2022;12 - Barrios Unidos;M;313;1;
2022;12 - Barrios Unidos;F;317;;
2022;12 - Barrios Unidos;M;206;4;
2022;12 - Barrios Unidos;F;244;3;
2022;12 - Barrios Unidos;M;172;6;
2022;12 - Barrios Unidos;F;154;4;
2022;12 - Barrios Unidos;M;122;4;
2022;12 - Barrios Unidos;F;130;2;
2022;12 - Barrios Unidos;M;104;8;
2022;12 - Barrios Unidos;F;80;2;
2022;12 - Barrios Unidos;M;77;7;
2022;12 - Barrios Unidos;F;59;10;
2022;12 - Barrios Unidos;M;36;11;
2022;12 - Barrios Unidos;F;18;1;
2022;12 - Barrios Unidos;M;11;3;
2022;12 - Barrios Unidos;F;2;;
2022;12 - Barrios Unidos;M;2;1;
2022;13 - Teusaquillo;F;34;;
2022;13 - Teusaquillo;M;33;;
2022;13 - Teusaquillo;F;112;;
2022;13 - Teusaquillo;M;138;;
2022;13 - Teusaquillo;F;105;;
2022;13 - Teusaquillo;M;106;;
2022;13 - Teusaquillo;F;137;;
2022;13 - Teusaquillo;M;151;;
2022;13 - Teusaquillo;F;250;;
2022;13 - Teusaquillo;M;198;;
2022;13 - Teusaquillo;F;596;;
2022;13 - Teusaquillo;M;436;;
2022;13 - Teusaquillo;F;852;;
2022;13 - Teusaquillo;M;576;;
2022;13 - Teusaquillo;F;871;;
2022;13 - Teusaquillo;M;606;;
2022;13 - Teusaquillo;F;879;;
2022;13 - Teusaquillo;M;602;;
2022;13 - Teusaquillo;F;805;;
2022;13 - Teusaquillo;M;599;;
2022;13 - Teusaquillo;F;644;;
2022;13 - Teusaquillo;M;441;;
2022;13 - Teusaquillo;F;599;;
2022;13 - Teusaquillo;M;418;2;
2022;13 - Teusaquillo;F;603;;
2022;13 - Teusaquillo;M;423;1;
2022;13 - Teusaquillo;F;650;2;
2022;13 - Teusaquillo;M;487;4;
2022;13 - Teusaquillo;F;483;;
2022;13 - Teusaquillo;M;376;4;
2022;13 - Teusaquillo;F;348;4;
2022;13 - Teusaquillo;M;283;6;
2022;13 - Teusaquillo;F;242;2;
2022;13 - Teusaquillo;M;208;7;
2022;13 - Teusaquillo;F;185;4;
2022;13 - Teusaquillo;M;144;11;
2022;13 - Teusaquillo;F;126;9;
2022;13 - Teusaquillo;M;79;12;
2022;13 - Teusaquillo;F;53;6;
2022;13 - Teusaquillo;M;46;7;
2022;13 - Teusaquillo;F;17;4;
2022;13 - Teusaquillo;M;2;1;
2022;13 - Teusaquillo;F;5;2;
2022;14 - Los Mártires;F;25;;
2022;14 - Los Mártires;M;46;;
2022;14 - Los Mártires;F;57;;
2022;14 - Los Mártires;M;60;;
2022;14 - Los Mártires;F;41;;
2022;14 - Los Mártires;M;47;;
2022;14 - Los Mártires;F;48;;
2022;14 - Los Mártires;M;44;;
2022;14 - Los Mártires;F;98;;
2022;14 - Los Mártires;M;59;;
2022;14 - Los Mártires;F;214;;
2022;14 - Los Mártires;M;154;;
2022;14 - Los Mártires;F;257;;
2022;14 - Los Mártires;M;199;;
2022;14 - Los Mártires;F;262;;
2022;14 - Los Mártires;M;223;1;
2022;14 - Los Mártires;F;272;;
2022;14 - Los Mártires;M;186;;
2022;14 - Los Mártires;F;219;;
2022;14 - Los Mártires;M;165;1;
2022;14 - Los Mártires;F;197;;
2022;14 - Los Mártires;M;131;;
2022;14 - Los Mártires;F;165;;
2022;14 - Los Mártires;M;122;2;
2022;14 - Los Mártires;F;150;;
2022;14 - Los Mártires;M;118;1;
2022;14 - Los Mártires;F;162;2;
2022;14 - Los Mártires;M;113;;
2022;14 - Los Mártires;F;124;1;
2022;14 - Los Mártires;M;98;2;
2022;14 - Los Mártires;F;76;3;
2022;14 - Los Mártires;M;74;5;
2022;14 - Los Mártires;F;49;;
2022;14 - Los Mártires;M;53;4;
2022;14 - Los Mártires;F;41;1;
2022;14 - Los Mártires;M;60;10;
2022;14 - Los Mártires;F;28;3;
2022;14 - Los Mártires;M;23;6;
2022;14 - Los Mártires;F;14;2;
2022;14 - Los Mártires;M;18;3;
2022;14 - Los Mártires;F;8;1;
2022;14 - Los Mártires;M;5;1;
2022;14 - Los Mártires;M;1;1;
2022;15 - Antonio Nariño;F;16;1;
2022;15 - Antonio Nariño;M;19;;
2022;15 - Antonio Nariño;F;38;;
2022;15 - Antonio Nariño;M;58;;
2022;15 - Antonio Nariño;F;20;;
2022;15 - Antonio Nariño;M;33;;
2022;15 - Antonio Nariño;F;39;;
2022;15 - Antonio Nariño;M;38;;
2022;15 - Antonio Nariño;F;69;;
2022;15 - Antonio Nariño;M;48;;
