ANO;LOCALIDAD_RESIDENCIA;SEXO;CASOS;MUERTES;
2022;15 - Antonio Nariño;F;189;;
2022;15 - Antonio Nariño;M;119;;
2022;15 - Antonio Nariño;F;233;;
2022;15 - Antonio Nariño;M;161;;
2022;15 - Antonio Nariño;F;258;1;
2022;15 - Antonio Nariño;M;168;;
2022;15 - Antonio Nariño;F;227;;
2022;15 - Antonio Nariño;M;146;;
2022;15 - Antonio Nariño;F;213;;
2022;15 - Antonio Nariño;M;148;;
2022;15 - Antonio Nariño;F;159;;
2022;15 - Antonio Nariño;M;124;;
2022;15 - Antonio Nariño;F;161;;
2022;15 - Antonio Nariño;M;108;1;
2022;15 - Antonio Nariño;F;148;;
2022;15 - Antonio Nariño;M;96;;
2022;15 - Antonio Nariño;F;162;1;
2022;15 - Antonio Nariño;M;115;1;
2022;15 - Antonio Nariño;F;106;;
2022;15 - Antonio Nariño;M;69;6;
2022;15 - Antonio Nariño;F;63;;
2022;15 - Antonio Nariño;M;60;2;
2022;15 - Antonio Nariño;F;55;2;
2022;15 - Antonio Nariño;M;45;4;
2022;15 - Antonio Nariño;F;49;4;
2022;15 - Antonio Nariño;M;24;2;
2022;15 - Antonio Nariño;F;35;3;
2022;15 - Antonio Nariño;M;16;3;
2022;15 - Antonio Nariño;F;13;2;
2022;15 - Antonio Nariño;M;12;1;
2022;15 - Antonio Nariño;F;8;2;
2022;15 - Antonio Nariño;M;1;1;
2022;15 - Antonio Nariño;F;3;3;
2022;16 - Puente Aranda;F;49;;
2022;16 - Puente Aranda;M;53;;
2022;16 - Puente Aranda;F;120;;
2022;16 - Puente Aranda;M;162;;
2022;16 - Puente Aranda;F;103;;
2022;16 - Puente Aranda;M;102;;
2022;16 - Puente Aranda;F;120;;
2022;16 - Puente Aranda;M;136;1;
2022;16 - Puente Aranda;F;220;;
2022;16 - Puente Aranda;M;164;;
2022;16 - Puente Aranda;F;546;;
2022;16 - Puente Aranda;M;381;;
2022;16 - Puente Aranda;F;711;;
2022;16 - Puente Aranda;M;467;;
2022;16 - Puente Aranda;F;729;;
2022;16 - Puente Aranda;M;547;;
2022;16 - Puente Aranda;F;674;1;
2022;16 - Puente Aranda;M;494;;
2022;16 - Puente Aranda;F;603;;
2022;16 - Puente Aranda;M;438;;
2022;16 - Puente Aranda;F;505;;
2022;16 - Puente Aranda;M;340;;
2022;16 - Puente Aranda;F;516;;
2022;16 - Puente Aranda;M;339;1;
2022;16 - Puente Aranda;F;491;;
2022;16 - Puente Aranda;M;359;;
2022;16 - Puente Aranda;F;465;;
2022;16 - Puente Aranda;M;321;3;
2022;16 - Puente Aranda;F;298;1;
2022;16 - Puente Aranda;M;226;3;
2022;16 - Puente Aranda;F;222;3;
2022;16 - Puente Aranda;M;150;3;
2022;16 - Puente Aranda;F;161;2;
2022;16 - Puente Aranda;M;142;11;
2022;16 - Puente Aranda;F;139;2;
2022;16 - Puente Aranda;M;85;7;
2022;16 - Puente Aranda;F;97;14;
2022;16 - Puente Aranda;M;75;10;
2022;16 - Puente Aranda;F;34;5;
2022;16 - Puente Aranda;M;44;13;
2022;16 - Puente Aranda;F;14;3;
2022;16 - Puente Aranda;M;8;5;
2022;16 - Puente Aranda;F;4;;
2022;16 - Puente Aranda;M;1;1;
2022;17 - La Candelaria;F;5;;
2022;17 - La Candelaria;M;8;;
2022;17 - La Candelaria;F;16;;
2022;17 - La Candelaria;M;26;;
2022;17 - La Candelaria;F;21;;
2022;17 - La Candelaria;M;16;;
2022;17 - La Candelaria;F;29;;
2022;17 - La Candelaria;M;26;;
2022;17 - La Candelaria;F;41;;
2022;17 - La Candelaria;M;37;;
2022;17 - La Candelaria;F;110;;
2022;17 - La Candelaria;M;86;;
2022;17 - La Candelaria;F;137;;
2022;17 - La Candelaria;M;91;;
2022;17 - La Candelaria;F;164;;
2022;17 - La Candelaria;M;125;;
2022;17 - La Candelaria;F;150;;
2022;17 - La Candelaria;M;96;;
2022;17 - La Candelaria;F;120;;
2022;17 - La Candelaria;M;100;;
2022;17 - La Candelaria;F;115;;
2022;17 - La Candelaria;M;58;;
2022;17 - La Candelaria;F;102;;
2022;17 - La Candelaria;M;66;;
2022;17 - La Candelaria;F;72;;
2022;17 - La Candelaria;M;81;;
2022;17 - La Candelaria;F;82;1;
2022;17 - La Candelaria;M;56;1;
2022;17 - La Candelaria;F;57;1;
2022;17 - La Candelaria;M;48;;
2022;17 - La Candelaria;F;47;;
2022;17 - La Candelaria;M;29;;
2022;17 - La Candelaria;F;25;1;
2022;17 - La Candelaria;M;23;1;
2022;17 - La Candelaria;F;8;;
2022;17 - La Candelaria;M;12;3;
2022;17 - La Candelaria;F;11;2;
2022;17 - La Candelaria;M;7;1;
2022;17 - La Candelaria;F;5;1;
2022;17 - La Candelaria;M;9;3;
2022;17 - La Candelaria;F;1;;
2022;18 - Rafael Uribe Uribe;F;52;;
2022;18 - Rafael Uribe Uribe;M;91;;
2022;18 - Rafael Uribe Uribe;F;124;;
2022;18 - Rafael Uribe Uribe;M;176;1;
2022;18 - Rafael Uribe Uribe;F;84;;
2022;18 - Rafael Uribe Uribe;M;98;;
2022;18 - Rafael Uribe Uribe;F;118;;
2022;18 - Rafael Uribe Uribe;M;128;;
2022;18 - Rafael Uribe Uribe;F;252;;
2022;18 - Rafael Uribe Uribe;M;186;;
2022;18 - Rafael Uribe Uribe;F;615;1;
2022;18 - Rafael Uribe Uribe;M;392;;
2022;18 - Rafael Uribe Uribe;F;799;;
2022;18 - Rafael Uribe Uribe;M;479;;
2022;18 - Rafael Uribe Uribe;F;730;;
2022;18 - Rafael Uribe Uribe;M;486;;
2022;18 - Rafael Uribe Uribe;F;659;1;
2022;18 - Rafael Uribe Uribe;M;424;;
2022;18 - Rafael Uribe Uribe;F;625;;
2022;18 - Rafael Uribe Uribe;M;360;;
2022;18 - Rafael Uribe Uribe;F;502;;
2022;18 - Rafael Uribe Uribe;M;301;;
2022;18 - Rafael Uribe Uribe;F;450;;
2022;18 - Rafael Uribe Uribe;M;231;1;
2022;18 - Rafael Uribe Uribe;F;381;4;
2022;18 - Rafael Uribe Uribe;M;254;2;
2022;18 - Rafael Uribe Uribe;F;357;6;
2022;18 - Rafael Uribe Uribe;M;237;1;
2022;18 - Rafael Uribe Uribe;F;251;2;
2022;18 - Rafael Uribe Uribe;M;146;7;
2022;18 - Rafael Uribe Uribe;F;164;2;
2022;18 - Rafael Uribe Uribe;M;138;7;
2022;18 - Rafael Uribe Uribe;F;102;5;
2022;18 - Rafael Uribe Uribe;M;109;12;
2022;18 - Rafael Uribe Uribe;F;77;3;
2022;18 - Rafael Uribe Uribe;M;77;14;
2022;18 - Rafael Uribe Uribe;F;69;10;
2022;18 - Rafael Uribe Uribe;M;49;12;
2022;18 - Rafael Uribe Uribe;F;24;7;
2022;18 - Rafael Uribe Uribe;M;26;9;
2022;18 - Rafael Uribe Uribe;F;14;4;
2022;18 - Rafael Uribe Uribe;M;6;4;
2022;18 - Rafael Uribe Uribe;F;2;;
2022;19 - Ciudad Bolívar;F;103;;
2022;19 - Ciudad Bolívar;M;160;;
2022;19 - Ciudad Bolívar;F;213;;
2022;19 - Ciudad Bolívar;M;272;;
2022;19 - Ciudad Bolívar;F;111;;
2022;19 - Ciudad Bolívar;M;159;;
2022;19 - Ciudad Bolívar;F;139;;
2022;19 - Ciudad Bolívar;M;147;1;
2022;19 - Ciudad Bolívar;F;311;;
2022;19 - Ciudad Bolívar;M;215;;
2022;19 - Ciudad Bolívar;F;873;2;
2022;19 - Ciudad Bolívar;M;527;;
2022;19 - Ciudad Bolívar;F;1092;;
2022;19 - Ciudad Bolívar;M;647;1;
2022;19 - Ciudad Bolívar;F;974;;
2022;19 - Ciudad Bolívar;M;663;;
2022;19 - Ciudad Bolívar;F;839;2;
2022;19 - Ciudad Bolívar;M;562;1;
2022;19 - Ciudad Bolívar;F;739;1;
2022;19 - Ciudad Bolívar;M;470;2;
2022;19 - Ciudad Bolívar;F;566;1;
2022;19 - Ciudad Bolívar;M;333;1;
2022;19 - Ciudad Bolívar;F;442;1;
2022;19 - Ciudad Bolívar;M;268;2;
2022;19 - Ciudad Bolívar;F;393;1;
2022;19 - Ciudad Bolívar;M;258;3;
2022;19 - Ciudad Bolívar;F;330;3;
2022;19 - Ciudad Bolívar;M;218;4;
2022;19 - Ciudad Bolívar;F;211;2;
2022;19 - Ciudad Bolívar;M;162;7;
2022;19 - Ciudad Bolívar;F;155;2;
2022;19 - Ciudad Bolívar;M;118;5;
2022;19 - Ciudad Bolívar;F;84;2;
2022;19 - Ciudad Bolívar;M;102;8;
2022;19 - Ciudad Bolívar;F;58;7;
2022;19 - Ciudad Bolívar;M;60;5;
2022;19 - Ciudad Bolívar;F;37;6;
2022;19 - Ciudad Bolívar;M;36;11;
2022;19 - Ciudad Bolívar;F;13;4;
2022;19 - Ciudad Bolívar;M;18;7;
2022;19 - Ciudad Bolívar;F;1;1;
2022;19 - Ciudad Bolívar;M;5;3;
2022;19 - Ciudad Bolívar;F;1;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;F;1;;
2022;20 - Sumapaz;F;4;;
2022;20 - Sumapaz;F;7;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;F;5;;
2022;20 - Sumapaz;M;3;1;
2022;20 - Sumapaz;F;3;;
2022;20 - Sumapaz;M;3;;
2022;20 - Sumapaz;F;3;;
2022;20 - Sumapaz;M;2;;
2022;20 - Sumapaz;F;2;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;F;3;;
2022;20 - Sumapaz;M;2;;
2022;20 - Sumapaz;F;2;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;F;1;;
2022;20 - Sumapaz;F;1;;
2022;20 - Sumapaz;F;1;;
2022;20 - Sumapaz;M;1;;
2022;20 - Sumapaz;M;1;1;
2022;22 - En Rev_Loc;F;230;;
2022;22 - En Rev_Loc;M;323;;
2022;22 - En Rev_Loc;F;388;;
2022;22 - En Rev_Loc;M;460;;
2022;22 - En Rev_Loc;F;309;;
2022;22 - En Rev_Loc;M;371;;
2022;22 - En Rev_Loc;F;345;;
2022;22 - En Rev_Loc;M;316;;
2022;22 - En Rev_Loc;F;434;;
2022;22 - En Rev_Loc;M;406;;
2022;22 - En Rev_Loc;F;955;;
2022;22 - En Rev_Loc;M;859;;
2022;22 - En Rev_Loc;F;1446;;
2022;22 - En Rev_Loc;M;1153;;
2022;22 - En Rev_Loc;F;1580;;
2022;22 - En Rev_Loc;M;1421;;
2022;22 - En Rev_Loc;F;1477;;
2022;22 - En Rev_Loc;M;1388;;
2022;22 - En Rev_Loc;F;1330;1;
2022;22 - En Rev_Loc;M;1307;;
2022;22 - En Rev_Loc;F;1061;;
2022;22 - En Rev_Loc;M;962;;
2022;22 - En Rev_Loc;F;957;1;
2022;22 - En Rev_Loc;M;824;2;
2022;22 - En Rev_Loc;F;910;;
2022;22 - En Rev_Loc;M;750;;
2022;22 - En Rev_Loc;F;943;;
2022;22 - En Rev_Loc;M;768;1;
2022;22 - En Rev_Loc;F;827;1;
2022;22 - En Rev_Loc;M;609;3;
2022;22 - En Rev_Loc;F;632;2;
2022;22 - En Rev_Loc;M;485;2;
2022;22 - En Rev_Loc;F;480;;
2022;22 - En Rev_Loc;M;391;4;
2022;22 - En Rev_Loc;F;359;1;
2022;22 - En Rev_Loc;M;279;3;
2022;22 - En Rev_Loc;F;269;3;
2022;22 - En Rev_Loc;M;204;4;
2022;22 - En Rev_Loc;F;149;1;
2022;22 - En Rev_Loc;M;84;;
2022;22 - En Rev_Loc;F;41;;
2022;22 - En Rev_Loc;M;29;;
2022;22 - En Rev_Loc;F;10;;
2022;22 - En Rev_Loc;M;3;;
2022;99 - Localidad Desconocida;F;29;;
2022;99 - Localidad Desconocida;M;37;;
2022;99 - Localidad Desconocida;F;133;;
2022;99 - Localidad Desconocida;M;116;;
2022;99 - Localidad Desconocida;F;60;;
2022;99 - Localidad Desconocida;M;74;;
2022;99 - Localidad Desconocida;F;74;;
2022;99 - Localidad Desconocida;M;62;;
2022;99 - Localidad Desconocida;F;124;;
2022;99 - Localidad Desconocida;M;109;;
2022;99 - Localidad Desconocida;F;293;1;
2022;99 - Localidad Desconocida;M;261;;
2022;99 - Localidad Desconocida;F;385;1;
2022;99 - Localidad Desconocida;M;346;;
2022;99 - Localidad Desconocida;F;324;;
2022;99 - Localidad Desconocida;M;338;;
2022;99 - Localidad Desconocida;F;342;;
2022;99 - Localidad Desconocida;M;373;;
2022;99 - Localidad Desconocida;F;286;;
2022;99 - Localidad Desconocida;M;312;1;
2022;99 - Localidad Desconocida;F;237;;
2022;99 - Localidad Desconocida;M;206;2;
2022;99 - Localidad Desconocida;F;163;2;
2022;99 - Localidad Desconocida;M;194;1;
2022;99 - Localidad Desconocida;F;160;1;
2022;99 - Localidad Desconocida;M;143;3;
2022;99 - Localidad Desconocida;F;153;;
2022;99 - Localidad Desconocida;M;141;1;
2022;99 - Localidad Desconocida;F;120;1;
2022;99 - Localidad Desconocida;M;101;5;
2022;99 - Localidad Desconocida;F;84;1;
2022;99 - Localidad Desconocida;M;78;2;
2022;99 - Localidad Desconocida;F;54;1;
2022;99 - Localidad Desconocida;M;60;4;
2022;99 - Localidad Desconocida;F;43;2;
2022;99 - Localidad Desconocida;M;40;2;
2022;99 - Localidad Desconocida;F;28;4;
2022;99 - Localidad Desconocida;M;30;2;
2022;99 - Localidad Desconocida;F;10;1;
2022;99 - Localidad Desconocida;M;6;2;
2022;99 - Localidad Desconocida;F;3;;
2022;99 - Localidad Desconocida;M;1;1;
2023;01 - Usaquén;F;43;;
2023;01 - Usaquén;M;63;;
2023;01 - Usaquén;F;38;;
2023;01 - Usaquén;M;52;;
2023;01 - Usaquén;F;10;;
2023;01 - Usaquén;M;13;;
2023;01 - Usaquén;F;5;;
2023;01 - Usaquén;M;2;;
2023;01 - Usaquén;F;6;;
2023;01 - Usaquén;M;5;;
2023;01 - Usaquén;F;41;;
2023;01 - Usaquén;M;22;;
2023;01 - Usaquén;F;60;;
2023;01 - Usaquén;M;20;;
2023;01 - Usaquén;F;79;;
2023;01 - Usaquén;M;23;;
2023;01 - Usaquén;F;65;;
2023;01 - Usaquén;M;50;;
2023;01 - Usaquén;F;82;;
2023;01 - Usaquén;M;30;;
2023;01 - Usaquén;F;59;;
2023;01 - Usaquén;M;32;;
2023;01 - Usaquén;F;67;;
2023;01 - Usaquén;M;46;;
2023;01 - Usaquén;F;75;;
2023;01 - Usaquén;M;36;;
2023;01 - Usaquén;F;90;;
2023;01 - Usaquén;M;52;1;
2023;01 - Usaquén;F;92;;
2023;01 - Usaquén;M;51;;
2023;01 - Usaquén;F;77;;
2023;01 - Usaquén;M;51;1;
2023;01 - Usaquén;F;67;1;
2023;01 - Usaquén;M;54;1;
2023;01 - Usaquén;F;55;;
2023;01 - Usaquén;M;37;1;
2023;01 - Usaquén;F;39;2;
2023;01 - Usaquén;M;31;;
2023;01 - Usaquén;F;26;1;
2023;01 - Usaquén;M;16;;
2023;01 - Usaquén;F;6;1;
2023;01 - Usaquén;M;3;1;
2023;02 - Chapinero;F;12;;
2023;02 - Chapinero;M;20;;
2023;02 - Chapinero;F;14;;
2023;02 - Chapinero;M;13;;
2023;02 - Chapinero;F;9;;
2023;02 - Chapinero;M;10;;
2023;02 - Chapinero;F;6;;
2023;02 - Chapinero;M;5;;
2023;02 - Chapinero;F;8;;
2023;02 - Chapinero;M;4;;
2023;02 - Chapinero;F;15;;
2023;02 - Chapinero;M;5;;
2023;02 - Chapinero;F;16;;
2023;02 - Chapinero;M;21;;
2023;02 - Chapinero;F;31;;
2023;02 - Chapinero;M;22;;
2023;02 - Chapinero;F;30;;
2023;02 - Chapinero;M;20;;
2023;02 - Chapinero;F;25;;
2023;02 - Chapinero;M;25;;
2023;02 - Chapinero;F;28;;
2023;02 - Chapinero;M;21;;
2023;02 - Chapinero;F;36;;
2023;02 - Chapinero;M;18;;
2023;02 - Chapinero;F;33;;
2023;02 - Chapinero;M;29;;
2023;02 - Chapinero;F;44;;
2023;02 - Chapinero;M;23;;
2023;02 - Chapinero;F;44;;
2023;02 - Chapinero;M;22;;
2023;02 - Chapinero;F;26;;
2023;02 - Chapinero;M;21;1;
2023;02 - Chapinero;F;19;;
2023;02 - Chapinero;M;28;1;
2023;02 - Chapinero;F;24;2;
2023;02 - Chapinero;M;14;1;
2023;02 - Chapinero;F;15;;
2023;02 - Chapinero;M;6;;
2023;02 - Chapinero;F;8;;
2023;02 - Chapinero;M;5;;
2023;02 - Chapinero;F;1;;
2023;02 - Chapinero;M;1;;
2023;03 - Santa Fe;F;13;;
2023;03 - Santa Fe;M;14;;
2023;03 - Santa Fe;F;13;;
2023;03 - Santa Fe;M;18;;
2023;03 - Santa Fe;F;1;;
2023;03 - Santa Fe;M;4;;
2023;03 - Santa Fe;F;1;;
2023;03 - Santa Fe;M;5;;
2023;03 - Santa Fe;F;5;;
2023;03 - Santa Fe;M;2;;
2023;03 - Santa Fe;F;10;;
2023;03 - Santa Fe;M;5;;
2023;03 - Santa Fe;F;9;;
2023;03 - Santa Fe;M;8;;
2023;03 - Santa Fe;F;8;;
2023;03 - Santa Fe;M;11;;
2023;03 - Santa Fe;F;12;;
2023;03 - Santa Fe;M;3;;
2023;03 - Santa Fe;F;6;;
2023;03 - Santa Fe;M;8;;
2023;03 - Santa Fe;F;13;;
2023;03 - Santa Fe;M;5;;
2023;03 - Santa Fe;F;14;;
2023;03 - Santa Fe;M;10;;
2023;03 - Santa Fe;F;6;;
2023;03 - Santa Fe;M;5;;
2023;03 - Santa Fe;F;10;;
2023;03 - Santa Fe;M;9;;
2023;03 - Santa Fe;F;7;;
2023;03 - Santa Fe;M;10;;
2023;03 - Santa Fe;F;7;1;
2023;03 - Santa Fe;M;6;;
2023;03 - Santa Fe;F;4;;
2023;03 - Santa Fe;M;4;;
2023;03 - Santa Fe;F;2;1;
2023;03 - Santa Fe;M;1;;
2023;03 - Santa Fe;F;2;;
2023;03 - Santa Fe;M;2;;
2023;03 - Santa Fe;F;1;;
2023;04 - San Cristóbal;F;17;;
2023;04 - San Cristóbal;M;27;;
2023;04 - San Cristóbal;F;13;;
2023;04 - San Cristóbal;M;16;;
2023;04 - San Cristóbal;F;4;;
2023;04 - San Cristóbal;M;2;;
2023;04 - San Cristóbal;F;1;;
2023;04 - San Cristóbal;M;2;;
2023;04 - San Cristóbal;F;8;;
2023;04 - San Cristóbal;M;1;;
2023;04 - San Cristóbal;F;13;;
2023;04 - San Cristóbal;M;15;;
2023;04 - San Cristóbal;F;14;;
2023;04 - San Cristóbal;M;9;;
2023;04 - San Cristóbal;F;25;;
2023;04 - San Cristóbal;M;13;;
2023;04 - San Cristóbal;F;21;;
2023;04 - San Cristóbal;M;11;;
2023;04 - San Cristóbal;F;16;;
2023;04 - San Cristóbal;M;16;;
2023;04 - San Cristóbal;F;13;;
2023;04 - San Cristóbal;M;13;;
2023;04 - San Cristóbal;F;6;;
2023;04 - San Cristóbal;M;8;;
2023;04 - San Cristóbal;F;9;1;
2023;04 - San Cristóbal;M;16;;
2023;04 - San Cristóbal;F;18;;
2023;04 - San Cristóbal;M;11;;
2023;04 - San Cristóbal;F;17;;
2023;04 - San Cristóbal;M;11;;
2023;04 - San Cristóbal;F;6;;
2023;04 - San Cristóbal;M;3;;
2023;04 - San Cristóbal;F;11;1;
2023;04 - San Cristóbal;M;5;1;
2023;04 - San Cristóbal;F;7;;
2023;04 - San Cristóbal;F;2;;
2023;04 - San Cristóbal;M;4;1;
2023;04 - San Cristóbal;F;3;;
2023;04 - San Cristóbal;M;4;;
2023;05 - Usme;F;25;;
2023;05 - Usme;M;38;;
2023;05 - Usme;F;12;;
2023;05 - Usme;M;18;;
2023;05 - Usme;F;5;;
2023;05 - Usme;M;6;;
2023;05 - Usme;F;4;;
2023;05 - Usme;M;5;;
2023;05 - Usme;F;5;;
2023;05 - Usme;M;1;;
2023;05 - Usme;F;11;;
2023;05 - Usme;M;5;;
2023;05 - Usme;F;17;;
2023;05 - Usme;M;7;;
2023;05 - Usme;F;10;;
2023;05 - Usme;M;9;;
2023;05 - Usme;F;17;;
2023;05 - Usme;M;6;;
2023;05 - Usme;F;15;;
2023;05 - Usme;M;8;;
2023;05 - Usme;F;14;;
2023;05 - Usme;M;4;;
2023;05 - Usme;F;11;1;
2023;05 - Usme;F;14;;
2023;05 - Usme;M;4;;
2023;05 - Usme;F;12;;
2023;05 - Usme;M;9;;
2023;05 - Usme;F;9;;
2023;05 - Usme;M;1;;
2023;05 - Usme;F;7;;
2023;05 - Usme;M;5;;
2023;05 - Usme;F;7;;
2023;05 - Usme;M;1;;
2023;05 - Usme;F;4;1;
2023;05 - Usme;M;4;2;
2023;05 - Usme;F;2;;
2023;05 - Usme;M;1;;
2023;05 - Usme;F;3;;
2023;05 - Usme;M;2;1;
2023;06 - Tunjuelito;F;13;;
2023;06 - Tunjuelito;M;18;;
2023;06 - Tunjuelito;F;3;;
2023;06 - Tunjuelito;M;9;;
2023;06 - Tunjuelito;F;3;;
2023;06 - Tunjuelito;M;2;;
2023;06 - Tunjuelito;F;2;;
2023;06 - Tunjuelito;M;1;;
2023;06 - Tunjuelito;F;1;;
2023;06 - Tunjuelito;M;9;;
2023;06 - Tunjuelito;F;7;;
2023;06 - Tunjuelito;M;2;;
2023;06 - Tunjuelito;F;5;;
2023;06 - Tunjuelito;M;3;;
2023;06 - Tunjuelito;F;10;;
2023;06 - Tunjuelito;M;2;;
2023;06 - Tunjuelito;F;9;;
2023;06 - Tunjuelito;M;7;;
2023;06 - Tunjuelito;F;6;;
2023;06 - Tunjuelito;M;2;;
2023;06 - Tunjuelito;F;12;;
2023;06 - Tunjuelito;M;5;;
2023;06 - Tunjuelito;F;3;;
2023;06 - Tunjuelito;M;3;;
2023;06 - Tunjuelito;F;7;;
2023;06 - Tunjuelito;M;5;;
2023;06 - Tunjuelito;F;11;;
2023;06 - Tunjuelito;M;1;;
2023;06 - Tunjuelito;F;2;;
2023;06 - Tunjuelito;M;4;;
2023;06 - Tunjuelito;F;8;;
2023;06 - Tunjuelito;M;12;;
2023;06 - Tunjuelito;F;3;;
2023;06 - Tunjuelito;M;5;;
2023;06 - Tunjuelito;F;2;;
2023;06 - Tunjuelito;M;3;;
2023;06 - Tunjuelito;F;2;;
2023;06 - Tunjuelito;M;2;;
2023;06 - Tunjuelito;F;2;;
2023;06 - Tunjuelito;M;1;;
2023;06 - Tunjuelito;F;1;;
2023;07 - Bosa;F;33;;
2023;07 - Bosa;M;30;;
2023;07 - Bosa;F;13;;
2023;07 - Bosa;M;22;;
2023;07 - Bosa;F;6;;
2023;07 - Bosa;M;12;;
2023;07 - Bosa;F;3;;
2023;07 - Bosa;M;2;;
2023;07 - Bosa;F;7;;
2023;07 - Bosa;M;1;;
2023;07 - Bosa;F;14;;
2023;07 - Bosa;M;12;;
2023;07 - Bosa;F;24;;
2023;07 - Bosa;M;10;;
2023;07 - Bosa;F;19;;
2023;07 - Bosa;M;16;;
2023;07 - Bosa;F;17;;
2023;07 - Bosa;M;2;;
2023;07 - Bosa;F;14;;
2023;07 - Bosa;M;13;;
2023;07 - Bosa;F;25;2;
2023;07 - Bosa;M;4;;
2023;07 - Bosa;F;15;;
2023;07 - Bosa;M;8;;
2023;07 - Bosa;F;15;;
2023;07 - Bosa;M;7;;
2023;07 - Bosa;F;14;1;
2023;07 - Bosa;M;11;;
2023;07 - Bosa;F;10;;
2023;07 - Bosa;M;5;;
2023;07 - Bosa;F;7;;
2023;07 - Bosa;M;6;;
2023;07 - Bosa;F;10;;
2023;07 - Bosa;M;7;;
2023;07 - Bosa;F;3;;
2023;07 - Bosa;M;4;;
2023;07 - Bosa;M;3;;
2023;08 - Kennedy;F;52;;
2023;08 - Kennedy;M;62;;
2023;08 - Kennedy;F;34;;
2023;08 - Kennedy;M;32;;
2023;08 - Kennedy;F;9;;
2023;08 - Kennedy;M;9;;
2023;08 - Kennedy;F;6;;
2023;08 - Kennedy;M;8;;
2023;08 - Kennedy;F;8;;
2023;08 - Kennedy;M;4;;
2023;08 - Kennedy;F;16;;
2023;08 - Kennedy;M;18;;
2023;08 - Kennedy;F;34;;
2023;08 - Kennedy;M;20;;
2023;08 - Kennedy;F;60;;
2023;08 - Kennedy;M;22;;
2023;08 - Kennedy;F;49;;
2023;08 - Kennedy;M;14;;
2023;08 - Kennedy;F;40;;
2023;08 - Kennedy;M;28;;
2023;08 - Kennedy;F;41;;
2023;08 - Kennedy;M;17;;
2023;08 - Kennedy;F;33;1;
2023;08 - Kennedy;M;15;;
2023;08 - Kennedy;F;38;;
2023;08 - Kennedy;M;20;;
2023;08 - Kennedy;F;24;;
2023;08 - Kennedy;M;22;1;
2023;08 - Kennedy;F;33;1;
2023;08 - Kennedy;M;21;1;
2023;08 - Kennedy;F;20;;
2023;08 - Kennedy;M;19;;
2023;08 - Kennedy;F;14;;
2023;08 - Kennedy;M;16;;
2023;08 - Kennedy;F;22;;
2023;08 - Kennedy;M;9;1;
2023;08 - Kennedy;F;13;1;
2023;08 - Kennedy;M;12;1;
2023;08 - Kennedy;F;4;1;
2023;08 - Kennedy;M;4;1;
2023;08 - Kennedy;F;3;1;
2023;08 - Kennedy;M;3;;
2023;09 - Fontibón;F;22;;
2023;09 - Fontibón;M;24;;
2023;09 - Fontibón;F;16;;
2023;09 - Fontibón;M;8;;
2023;09 - Fontibón;F;4;;
2023;09 - Fontibón;M;3;;
2023;09 - Fontibón;F;3;;
2023;09 - Fontibón;M;5;;
2023;09 - Fontibón;F;1;;
2023;09 - Fontibón;M;2;;
2023;09 - Fontibón;F;13;;
2023;09 - Fontibón;M;6;;
2023;09 - Fontibón;F;23;;
2023;09 - Fontibón;M;10;;
2023;09 - Fontibón;F;29;;
2023;09 - Fontibón;M;14;;
2023;09 - Fontibón;F;31;;
2023;09 - Fontibón;M;13;1;
2023;09 - Fontibón;F;26;;
2023;09 - Fontibón;M;19;;
2023;09 - Fontibón;F;19;;
2023;09 - Fontibón;M;11;;
2023;09 - Fontibón;F;26;;
2023;09 - Fontibón;M;13;;
2023;09 - Fontibón;F;24;;
2023;09 - Fontibón;M;10;;
2023;09 - Fontibón;F;37;;
2023;09 - Fontibón;M;19;;
2023;09 - Fontibón;F;26;;
2023;09 - Fontibón;M;15;;
2023;09 - Fontibón;F;16;;
2023;09 - Fontibón;M;17;;
2023;09 - Fontibón;F;16;1;
2023;09 - Fontibón;M;9;1;
2023;09 - Fontibón;F;11;2;
2023;09 - Fontibón;M;8;;
2023;09 - Fontibón;F;8;;
2023;09 - Fontibón;M;9;2;
2023;09 - Fontibón;F;2;;
2023;09 - Fontibón;M;3;;
2023;10 - Engativá;F;48;;
2023;10 - Engativá;M;57;;
2023;10 - Engativá;F;34;;
2023;10 - Engativá;M;38;;
2023;10 - Engativá;F;12;;
2023;10 - Engativá;M;10;;
2023;10 - Engativá;F;5;;
2023;10 - Engativá;M;7;;
2023;10 - Engativá;F;11;;
2023;10 - Engativá;M;7;;
2023;10 - Engativá;F;17;;
2023;10 - Engativá;M;14;;
2023;10 - Engativá;F;48;;
2023;10 - Engativá;M;22;;
2023;10 - Engativá;F;42;;
2023;10 - Engativá;M;22;;
2023;10 - Engativá;F;46;;
2023;10 - Engativá;M;16;;
2023;10 - Engativá;F;41;;
2023;10 - Engativá;M;12;;
2023;10 - Engativá;F;43;;
2023;10 - Engativá;M;24;1;
2023;10 - Engativá;F;49;;
2023;10 - Engativá;M;25;;
2023;10 - Engativá;F;52;1;
2023;10 - Engativá;M;29;;
2023;10 - Engativá;F;58;;
