6/27/2020;2227;;;;
6/28/2020;1849;;;;
6/29/2020;1609;;;;
6/30/2020;2116;;;;
7/1/2020;2888;;;;
7/2/2020;2424;;;;
7/3/2020;2672;;;;
7/4/2020;2533;;;;
7/5/2020;2211;;;;
7/6/2020;2613;;;;
7/7/2020;2561;;;;
7/8/2020;2670;;;;
7/9/2020;2501;;;;
7/10/2020;3466;;;;
7/11/2020;2436;;;;
7/12/2020;2596;;;;
7/13/2020;3161;;;;
7/14/2020;3095;;;;
7/15/2020;2932;;;;
7/16/2020;3136;;;;
7/17/2020;3373;;;;
7/18/2020;3397;;;;
7/19/2020;2990;;;;
7/20/2020;3471;;;;
7/21/2020;3466;;;;
7/22/2020;3708;;;;
7/23/2020;3462;;;;
7/24/2020;3813;;;;
7/25/2020;3444;;;;
7/26/2020;2669;;;;
7/27/2020;4470;;;;
7/28/2020;3537;;;;
7/29/2020;3505;;;;
7/30/2020;3283;;;;
7/31/2020;3217;;;;
8/1/2020;3931;;;;
8/2/2020;2656;;;;
8/3/2020;3388;;;;
8/4/2020;3225;;;;
8/5/2020;3466;;;;
8/6/2020;3600;;;;
8/7/2020;2832;;;;
8/8/2020;3342;;;;
8/9/2020;2552;;;;
8/10/2020;3828;;;;
8/11/2020;3002;;;;
8/12/2020;3239;;;;
8/13/2020;2889;;;;
8/14/2020;2785;;;;
8/15/2020;2591;;;;
8/16/2020;2109;;;;
8/17/2020;2194;;;;
8/18/2020;2829;;;;
8/19/2020;2909;;;;
8/20/2020;3176;;;;
8/21/2020;2722;;;;
8/22/2020;2369;;;;
8/23/2020;1891;;;;
8/24/2020;2531;;;;
8/25/2020;2663;;;;
8/26/2020;2448;;;;
8/27/2020;2054;;;;
8/28/2020;2263;;;;
8/29/2020;1956;;;;
8/30/2020;1794;;;;
8/31/2020;2394;;;;
9/1/2020;2588;;;;
9/2/2020;2041;;;;
9/3/2020;1774;;;;
9/4/2020;2107;;;;
9/5/2020;1662;;;;
9/6/2020;1380;;;;
9/7/2020;1823;;;;
9/8/2020;1821;;;;
9/9/2020;1741;;;;
9/10/2020;1929;;;;
9/11/2020;1526;;;;
9/12/2020;1466;;;;
9/13/2020;1168;;;;
9/14/2020;1684;;;;
9/15/2020;1727;;;;
9/16/2020;1754;;;;
9/17/2020;1421;;;;
9/18/2020;1915;;;;
9/19/2020;1643;;;;
9/20/2020;1427;;;;
9/21/2020;1550;;;;
9/22/2020;1635;;;;
9/23/2020;1449;;;;
9/24/2020;1446;;;;
9/25/2020;1490;;;;
9/26/2020;1493;;;;
9/27/2020;1216;;;;
9/28/2020;2035;;;;
9/29/2020;1668;;;;
9/30/2020;1811;;;;
10/1/2020;2248;;;;
10/2/2020;2102;;;;
10/3/2020;1737;;;;
10/4/2020;1161;;;;
10/5/2020;1914;;;;
10/6/2020;1785;;;;
10/7/2020;1607;;;;
10/8/2020;1609;;;;
10/9/2020;1533;;;;
10/10/2020;1636;;;;
10/11/2020;1180;;;;
10/12/2020;1354;;;;
10/13/2020;1679;;;;
10/14/2020;1848;;;;
10/15/2020;1804;;;;
10/16/2020;1780;;;;
10/17/2020;1669;;;;
10/18/2020;1337;;;;
10/19/2020;1878;;;;
10/20/2020;2224;;;;
10/21/2020;1847;;;;
10/22/2020;1882;;;;
10/23/2020;1949;;;;
10/24/2020;1935;;;;
10/25/2020;1472;;;;
10/26/2020;2125;;;;
10/27/2020;1934;;;;
10/28/2020;1920;;;;
10/29/2020;1714;;;;
10/30/2020;1846;;;;
10/31/2020;1667;;;;
11/1/2020;1638;;;;
11/2/2020;1409;;;;
11/3/2020;2001;;;;
11/4/2020;1942;;;;
11/5/2020;2274;;;;
11/6/2020;1798;;;;
11/7/2020;1642;;;;
11/8/2020;1278;;;;
11/9/2020;1786;;;;
11/10/2020;1858;;;;
11/11/2020;1593;;;;
11/12/2020;1566;;;;
11/13/2020;1590;;;;
11/14/2020;1473;;;;
11/15/2020;1409;;;;
11/16/2020;1723;;;;
11/17/2020;2159;;;;
11/18/2020;1976;;;;
11/19/2020;2359;;;;
11/20/2020;2659;;;;
11/21/2020;2223;;;;
11/22/2020;1711;;;;
11/23/2020;2568;;;;
11/24/2020;2328;;;;
11/25/2020;2455;;;;
11/26/2020;2512;;;;
11/27/2020;2313;;;;
11/28/2020;2019;;;;
11/29/2020;1513;;;;
11/30/2020;2581;;;;
12/1/2020;2586;;;;
12/2/2020;2873;;;;
12/3/2020;2590;;;;
12/4/2020;2885;;;;
12/5/2020;2730;;;;
12/6/2020;1997;;;;
12/7/2020;3352;;;;
12/8/2020;2290;;;;
12/9/2020;3432;;;;
12/10/2020;3908;;;;
12/11/2020;3373;;;;
12/12/2020;3640;;;;
12/13/2020;2630;;;;
12/14/2020;4215;;;;
12/15/2020;4329;;;;
12/16/2020;4204;;;;
12/17/2020;3916;;;;
12/18/2020;3903;;;;
12/19/2020;3753;;;;
12/20/2020;3166;;;;
12/21/2020;4379;;;;
12/22/2020;4526;;;;
12/23/2020;4624;;;;
12/24/2020;4469;;;;
12/25/2020;3410;;;;
12/26/2020;4428;;;;
12/27/2020;3862;;;;
12/28/2020;5199;;;;
12/29/2020;5863;;;;
12/30/2020;6642;;;;
12/31/2020;5331;;;;
1/1/2021;4505;;;;
1/2/2021;5804;;;;
1/3/2021;4821;;;;
1/4/2021;6754;;;;
1/5/2021;6393;;;;
1/6/2021;5813;;;;
1/7/2021;5570;;;;
1/8/2021;5654;;;;
1/9/2021;4890;;;;
1/10/2021;4825;;;;
1/11/2021;4229;;;;
1/12/2021;5469;;;;
1/13/2021;5416;;;;
1/14/2021;5754;;;;
1/15/2021;4363;;;;
1/16/2021;3573;;;;
1/17/2021;2621;;;;
1/18/2021;3840;;;;
1/19/2021;3392;;;;
1/20/2021;3496;;;;
1/21/2021;2779;;;;
1/22/2021;2996;;;;
1/23/2021;2272;;;;
1/24/2021;2254;;;;
1/25/2021;2718;;;;
1/26/2021;2546;;;;
1/27/2021;2393;;;;
1/28/2021;2156;;;;
1/29/2021;1848;;;;
1/30/2021;1750;;;;
1/31/2021;1436;;;;
2/1/2021;1879;;;;
2/2/2021;1821;;;;
2/3/2021;1518;;;;
2/4/2021;1541;;;;
2/5/2021;1387;;;;
2/6/2021;1283;;;;
2/7/2021;1230;;;;
2/8/2021;1366;;;;
2/9/2021;1262;;;;
2/10/2021;1170;;;;
2/11/2021;1323;;;;
2/12/2021;1136;;;;
2/13/2021;1053;;;;
2/14/2021;884;;;;
2/15/2021;1129;;;;
2/16/2021;972;;;;
2/17/2021;866;;;;
2/18/2021;992;;;;
2/19/2021;813;;;;
2/20/2021;835;;;;
2/21/2021;594;;;;
2/22/2021;771;;;;
2/23/2021;826;;;;
2/24/2021;766;;;;
2/25/2021;905;;;;
2/26/2021;817;;;;
2/27/2021;920;;;;
2/28/2021;772;;;;
3/1/2021;765;;;;
3/2/2021;741;;;;
3/3/2021;632;;;;
3/4/2021;727;;;;
3/5/2021;740;;;;
3/6/2021;645;;;;
3/7/2021;580;;;;
3/8/2021;717;;;;
3/9/2021;735;;;;
3/10/2021;774;;;;
3/11/2021;850;;;;
3/12/2021;741;;;;
3/13/2021;817;;;;
3/14/2021;764;;;;
3/15/2021;1037;;;;
3/16/2021;1136;;;;
3/17/2021;1027;;;;
3/18/2021;933;;;;
3/19/2021;1168;;;;
3/20/2021;1339;;;;
3/21/2021;941;;;;
3/22/2021;1093;;;;
3/23/2021;1652;;;;
3/24/2021;1448;;;;
3/25/2021;1814;;;;
3/26/2021;1637;;;;
3/27/2021;1666;;;;
3/28/2021;1322;;;;
3/29/2021;1722;;;;
3/30/2021;1789;;;;
3/31/2021;1786;;;;
4/1/2021;2107;;;;
4/2/2021;2227;;;;
4/3/2021;2634;;;;
4/4/2021;2827;;;;
4/5/2021;3453;;;;
4/6/2021;3469;;;;
4/7/2021;3275;;;;
4/8/2021;3411;;;;
4/9/2021;3911;;;;
4/10/2021;4125;;;;
4/11/2021;3795;;;;
4/12/2021;4083;;;;
4/13/2021;4377;;;;
4/14/2021;4184;;;;
4/15/2021;4731;;;;
4/16/2021;5192;;;;
4/17/2021;4804;;;;
4/18/2021;3910;;;;
4/19/2021;4864;;;;
4/20/2021;4875;;;;
4/21/2021;4407;;;;
4/22/2021;4655;;;;
4/23/2021;4373;;;;
4/24/2021;4139;;;;
4/25/2021;3714;;;;
4/26/2021;4258;;;;
4/27/2021;4114;;;;
4/28/2021;3585;;;;
4/29/2021;5097;;;;
4/30/2021;4849;;;;
5/1/2021;3878;;;;
5/2/2021;3958;;;;
5/3/2021;5734;;;;
5/4/2021;5438;;;;
5/5/2021;4036;;;;
5/6/2021;5812;;;;
5/7/2021;6417;;;;
5/8/2021;5738;;;;
5/9/2021;5101;;;;
5/10/2021;6404;;;;
5/11/2021;6197;;;;
5/12/2021;5733;;;;
5/13/2021;6151;;;;
5/14/2021;6352;;;;
5/15/2021;6203;;;;
5/16/2021;5543;;;;
5/17/2021;5943;;;;
5/18/2021;8122;;;;
5/19/2021;7313;;;;
5/20/2021;8919;;;;
5/21/2021;9170;;;;
5/22/2021;8520;;;;
5/23/2021;7325;;;;
5/24/2021;9471;;;;
5/25/2021;10163;;;;
5/26/2021;9229;;;;
5/27/2021;10158;;;;
5/28/2021;9565;;;;
5/29/2021;9156;;;;
5/30/2021;7423;;;;
5/31/2021;9967;;;;
6/1/2021;10462;;;;
6/2/2021;9910;;;;
6/3/2021;9616;;;;
6/4/2021;10521;;;;
6/5/2021;9395;;;;
6/6/2021;7901;;;;
6/7/2021;8401;;;;
6/8/2021;10793;;;;
6/9/2021;10122;;;;
6/10/2021;10934;;;;
6/11/2021;10505;;;;
6/12/2021;9559;;;;
6/13/2021;8101;;;;
6/14/2021;8180;;;;
6/15/2021;11831;;;;
6/16/2021;10431;;;;
6/17/2021;10938;;;;
6/18/2021;10526;;;;
6/19/2021;10131;;;;
6/20/2021;8646;;;;
6/21/2021;10519;;;;
6/22/2021;10289;;;;
6/23/2021;9842;;;;
6/24/2021;9499;;;;
6/25/2021;9698;;;;
6/26/2021;9055;;;;
6/27/2021;5366;;;;
6/28/2021;7354;;;;
6/29/2021;6447;;;;
6/30/2021;5868;;;;
7/1/2021;7044;;;;
7/2/2021;6813;;;;
7/3/2021;5789;;;;
7/4/2021;5408;;;;
7/5/2021;4970;;;;
7/6/2021;4643;;;;
7/7/2021;4679;;;;
7/8/2021;4572;;;;
7/9/2021;4366;;;;
7/10/2021;4754;;;;
7/11/2021;3343;;;;
7/12/2021;4265;;;;
7/13/2021;3930;;;;
7/14/2021;3609;;;;
7/15/2021;3500;;;;
7/16/2021;3158;;;;
7/17/2021;2997;;;;
7/18/2021;2316;;;;
7/19/2021;2910;;;;
7/20/2021;2281;;;;
7/21/2021;2441;;;;
7/22/2021;2376;;;;
7/23/2021;2160;;;;
7/24/2021;1982;;;;
7/25/2021;1580;;;;
7/26/2021;1974;;;;
7/27/2021;1858;;;;
7/28/2021;1686;;;;
7/29/2021;1643;;;;
7/30/2021;1429;;;;
7/31/2021;1295;;;;
8/1/2021;1109;;;;
8/2/2021;1306;;;;
8/3/2021;1059;;;;
8/4/2021;899;;;;
8/5/2021;941;;;;
8/6/2021;908;;;;
8/7/2021;581;;;;
8/8/2021;483;;;;
8/9/2021;899;;;;
8/10/2021;777;;;;
8/11/2021;535;;;;
8/12/2021;524;;;;
8/13/2021;558;;;;
8/14/2021;561;;;;
8/15/2021;465;;;;
8/16/2021;479;;;;
8/17/2021;541;;;;
8/18/2021;547;;;;
8/19/2021;551;;;;
8/20/2021;593;;;;
8/21/2021;466;;;;
8/22/2021;388;;;;
8/23/2021;508;;;;
8/24/2021;383;;;;
8/25/2021;522;;;;
8/26/2021;426;;;;
8/27/2021;444;;;;
8/28/2021;368;;;;
8/29/2021;128;;;;
8/30/2021;287;;;;
8/31/2021;159;;;;
9/1/2021;336;;;;
9/2/2021;264;;;;
9/3/2021;249;;;;
9/4/2021;198;;;;
9/5/2021;200;;;;
9/6/2021;194;;;;
9/7/2021;225;;;;
9/8/2021;222;;;;
9/9/2021;213;;;;
9/10/2021;241;;;;
9/11/2021;189;;;;
9/12/2021;135;;;;
9/13/2021;197;;;;
9/14/2021;187;;;;
9/15/2021;184;;;;
9/16/2021;229;;;;
9/17/2021;237;;;;
9/18/2021;219;;;;
9/19/2021;144;;;;
9/20/2021;277;;;;
9/21/2021;213;;;;
9/22/2021;185;;;;
9/23/2021;142;;;;
9/24/2021;141;;;;
9/25/2021;131;;;;
9/26/2021;114;;;;
9/27/2021;127;;;;
9/28/2021;146;;;;
9/29/2021;215;;;;
9/30/2021;164;;;;
10/1/2021;140;;;;
10/2/2021;98;;;;
10/3/2021;96;;;;
10/4/2021;203;;;;
10/5/2021;201;;;;
10/6/2021;220;;;;
10/7/2021;139;;;;
10/8/2021;107;;;;
10/9/2021;150;;;;
10/10/2021;142;;;;
10/11/2021;150;;;;
10/12/2021;157;;;;
10/13/2021;163;;;;
10/14/2021;148;;;;
10/15/2021;154;;;;
10/16/2021;204;;;;
10/17/2021;149;;;;
10/18/2021;144;;;;
10/19/2021;198;;;;
10/20/2021;207;;;;
10/21/2021;174;;;;
10/22/2021;170;;;;
10/23/2021;170;;;;
10/24/2021;149;;;;
10/25/2021;205;;;;
10/26/2021;191;;;;
10/27/2021;198;;;;
10/28/2021;193;;;;
10/29/2021;189;;;;
10/30/2021;159;;;;
10/31/2021;110;;;;
11/1/2021;182;;;;
11/2/2021;229;;;;
11/3/2021;231;;;;
11/4/2021;250;;;;
11/5/2021;286;;;;
11/6/2021;278;;;;
11/7/2021;265;;;;
11/8/2021;339;;;;
11/9/2021;342;;;;
11/10/2021;254;;;;
11/11/2021;265;;;;
11/12/2021;252;;;;
11/13/2021;264;;;;
11/14/2021;252;;;;
11/15/2021;269;;;;
11/16/2021;313;;;;
11/17/2021;319;;;;
11/18/2021;315;;;;
11/19/2021;247;;;;
11/20/2021;238;;;;
11/21/2021;234;;;;
11/22/2021;315;;;;
11/23/2021;234;;;;
11/24/2021;265;;;;
11/25/2021;286;;;;
11/26/2021;262;;;;
11/27/2021;269;;;;
11/28/2021;255;;;;
11/29/2021;346;;;;
11/30/2021;321;;;;
12/1/2021;367;;;;
12/2/2021;327;;;;
12/3/2021;334;;;;
12/4/2021;315;;;;
12/5/2021;285;;;;
12/6/2021;386;;;;
12/7/2021;410;;;;
12/8/2021;352;;;;
12/9/2021;345;;;;
12/10/2021;361;;;;
12/11/2021;271;;;;
12/12/2021;313;;;;
12/13/2021;375;;;;
12/14/2021;414;;;;
12/15/2021;564;;;;
12/16/2021;752;;;;
12/17/2021;655;;;;
12/18/2021;702;;;;
12/19/2021;641;;;;
12/20/2021;1188;;;;
12/21/2021;1565;;;;
12/22/2021;1221;;;;
12/23/2021;1548;;;;
12/24/2021;2530;;;;
12/25/2021;2109;;;;
12/26/2021;2689;;;;
12/27/2021;3341;;;;
12/28/2021;3011;;;;
12/29/2021;3336;;;;
12/30/2021;3314;;;;
12/31/2021;4139;;;;
1/1/2022;4359;;;;
1/2/2022;6158;;;;
1/3/2022;10581;;;;
1/4/2022;9243;;;;
1/5/2022;7148;;;;
1/6/2022;6359;;;;
1/7/2022;6602;;;;
1/8/2022;6207;;;;
1/9/2022;5607;;;;
1/10/2022;6836;;;;
1/11/2022;7714;;;;
1/12/2022;7401;;;;
1/13/2022;7267;;;;
1/14/2022;6834;;;;
1/15/2022;6585;;;;
1/16/2022;6013;;;;
1/17/2022;8710;;;;
1/18/2022;8916;;;;
1/19/2022;8236;;;;
1/20/2022;10111;;;;
1/21/2022;6711;;;;
1/22/2022;6617;;;;
1/23/2022;5440;;;;
1/24/2022;6764;;;;
1/25/2022;7406;;;;
1/26/2022;6936;;;;
1/27/2022;6028;;;;
1/28/2022;5771;;;;
1/29/2022;4742;;;;
1/30/2022;4138;;;;
1/31/2022;5278;;;;
2/1/2022;4641;;;;
2/2/2022;4519;;;;
2/3/2022;4274;;;;
2/4/2022;2942;;;;
2/5/2022;2727;;;;
2/6/2022;1738;;;;
2/7/2022;2300;;;;
2/8/2022;2156;;;;
2/9/2022;2080;;;;
2/10/2022;1849;;;;
2/11/2022;1722;;;;
2/12/2022;1525;;;;
2/13/2022;1214;;;;
2/14/2022;1594;;;;
2/15/2022;1280;;;;
2/16/2022;1149;;;;
2/17/2022;1031;;;;
2/18/2022;999;;;;
2/19/2022;778;;;;
2/20/2022;695;;;;
2/21/2022;801;;;;
2/22/2022;772;;;;
2/23/2022;740;;;;
2/24/2022;534;;;;
2/25/2022;545;;;;
2/26/2022;378;;;;
2/27/2022;310;;;;
2/28/2022;377;;;;
3/1/2022;391;;;;
3/2/2022;349;;;;
3/3/2022;274;;;;
3/4/2022;274;;;;
3/5/2022;238;;;;
3/6/2022;208;;;;
3/7/2022;293;;;;
3/8/2022;241;;;;
3/9/2022;217;;;;
3/10/2022;195;;;;
3/11/2022;188;;;;
3/12/2022;168;;;;
3/13/2022;139;;;;
3/14/2022;223;;;;
3/15/2022;169;;;;
3/16/2022;140;;;;
3/17/2022;142;;;;
3/18/2022;207;;;;
3/19/2022;133;;;;
3/20/2022;129;;;;
3/21/2022;115;;;;
3/22/2022;151;;;;
3/23/2022;167;;;;
3/24/2022;137;;;;
3/25/2022;158;;;;
3/26/2022;110;;;;
3/27/2022;108;;;;
3/28/2022;157;;;;
3/29/2022;111;;;;
3/30/2022;121;;;;
3/31/2022;113;;;;
4/1/2022;133;;;;
4/2/2022;101;;;;
4/3/2022;121;;;;
4/4/2022;187;;;;
4/5/2022;117;;;;
4/6/2022;90;;;;
4/7/2022;114;;;;
4/8/2022;129;;;;
4/9/2022;76;;;;
4/10/2022;63;;;;
4/11/2022;81;;;;
4/12/2022;91;;;;
4/13/2022;67;;;;
4/14/2022;57;;;;
4/15/2022;53;;;;
4/16/2022;67;;;;
4/17/2022;101;;;;
4/18/2022;132;;;;
4/19/2022;90;;;;
4/20/2022;88;;;;
4/21/2022;87;;;;
4/22/2022;89;;;;
4/23/2022;67;;;;
4/24/2022;54;;;;
4/25/2022;98;;;;
4/26/2022;80;;;;
4/27/2022;83;;;;
4/28/2022;112;;;;
4/29/2022;115;;;;
4/30/2022;91;;;;
5/1/2022;176;;;;
5/2/2022;155;;;;
5/3/2022;148;;;;
5/4/2022;190;;;;
5/5/2022;168;;;;
5/6/2022;177;;;;
5/7/2022;150;;;;
5/8/2022;143;;;;
5/9/2022;248;;;;
5/10/2022;236;;;;
5/11/2022;243;;;;
5/12/2022;263;;;;
5/13/2022;256;;;;
5/14/2022;295;;;;
5/15/2022;282;;;;
5/16/2022;412;;;;
5/17/2022;349;;;;
5/18/2022;339;;;;
5/19/2022;364;;;;
5/20/2022;432;;;;
5/21/2022;349;;;;
5/22/2022;318;;;;
5/23/2022;480;;;;
5/24/2022;525;;;;
5/25/2022;476;;;;
5/26/2022;455;;;;
5/27/2022;531;;;;
5/28/2022;518;;;;
5/29/2022;515;;;;
5/30/2022;522;;;;
5/31/2022;762;;;;
6/1/2022;843;;;;
6/2/2022;749;;;;
6/3/2022;806;;;;
6/4/2022;733;;;;
6/5/2022;677;;;;
6/6/2022;975;;;;
6/7/2022;875;;;;
6/8/2022;1018;;;;
6/9/2022;950;;;;
6/10/2022;1073;;;;
6/11/2022;980;;;;
6/12/2022;974;;;;
6/13/2022;1407;;;;
6/14/2022;1209;;;;
6/15/2022;1401;;;;
6/16/2022;1323;;;;
6/17/2022;1335;;;;
6/18/2022;1356;;;;
6/19/2022;1069;;;;
6/20/2022;1504;;;;
6/21/2022;1631;;;;
6/22/2022;1512;;;;
6/23/2022;1264;;;;
6/24/2022;1785;;;;
6/25/2022;1610;;;;
6/26/2022;1411;;;;
6/27/2022;1427;;;;
6/28/2022;147;;;;
6/29/2022;1227;;;;
6/30/2022;980;;;;
7/1/2022;1078;;;;
7/2/2022;908;;;;
7/3/2022;778;;;;
7/4/2022;1097;;;;
7/5/2022;1540;;;;
7/6/2022;1546;;;;
7/7/2022;1445;;;;
7/8/2022;1345;;;;
7/9/2022;1328;;;;
7/10/2022;1177;;;;
7/11/2022;1293;;;;
7/12/2022;1217;;;;
7/13/2022;1166;;;;
7/14/2022;1207;;;;
7/15/2022;1205;;;;
7/16/2022;1036;;;;
7/17/2022;905;;;;
7/18/2022;923;;;;
7/19/2022;841;;;;
7/20/2022;535;;;;
7/21/2022;701;;;;
7/22/2022;643;;;;
7/23/2022;667;;;;
7/24/2022;708;;;;
7/25/2022;819;;;;
7/26/2022;618;;;;
7/27/2022;540;;;;
7/28/2022;460;;;;
7/29/2022;415;;;;
7/30/2022;466;;;;
7/31/2022;299;;;;
8/1/2022;442;;;;
8/2/2022;375;;;;
8/3/2022;367;;;;
8/4/2022;366;;;;
8/5/2022;335;;;;
8/6/2022;332;;;;
8/7/2022;234;;;;
8/8/2022;299;;;;
8/9/2022;321;;;;
8/10/2022;280;;;;
8/11/2022;231;;;;
8/12/2022;224;;;;
8/13/2022;165;;;;
8/14/2022;151;;;;
8/15/2022;187;;;;
8/16/2022;210;;;;
8/17/2022;204;;;;
8/18/2022;173;;;;
8/19/2022;148;;;;
8/20/2022;123;;;;
8/21/2022;69;;;;
8/22/2022;131;;;;
8/23/2022;139;;;;
8/24/2022;141;;;;
8/25/2022;115;;;;
8/26/2022;139;;;;
8/27/2022;91;;;;
8/28/2022;62;;;;
8/29/2022;103;;;;
8/30/2022;80;;;;
8/31/2022;81;;;;
9/1/2022;56;;;;
9/2/2022;60;;;;
9/3/2022;43;;;;
9/4/2022;46;;;;
9/5/2022;58;;;;
9/6/2022;64;;;;
9/7/2022;68;;;;
9/8/2022;63;;;;
9/9/2022;96;;;;
9/10/2022;48;;;;
9/11/2022;34;;;;
9/12/2022;60;;;;
9/13/2022;41;;;;
9/14/2022;37;;;;
9/15/2022;39;;;;
9/16/2022;35;;;;
9/17/2022;39;;;;
9/18/2022;17;;;;
9/19/2022;48;;;;
9/20/2022;57;;;;
9/21/2022;46;;;;
9/22/2022;30;;;;
9/23/2022;37;;;;
9/24/2022;28;;;;
9/25/2022;22;;;;
9/26/2022;37;;;;
9/27/2022;30;;;;
9/28/2022;22;;;;
9/29/2022;22;;;;
9/30/2022;27;;;;
10/1/2022;18;;;;
10/2/2022;16;;;;
10/3/2022;30;;;;
10/4/2022;20;;;;
10/5/2022;15;;;;
10/6/2022;27;;;;
10/7/2022;30;;;;
10/8/2022;23;;;;
10/9/2022;22;;;;
10/10/2022;20;;;;
10/11/2022;25;;;;
10/12/2022;26;;;;
10/13/2022;17;;;;
10/14/2022;21;;;;
10/15/2022;8;;;;
10/16/2022;14;;;;
10/17/2022;15;;;;
10/18/2022;39;;;;
10/19/2022;22;;;;
10/20/2022;37;;;;
10/21/2022;38;;;;
10/22/2022;26;;;;
10/23/2022;24;;;;
10/24/2022;36;;;;
10/25/2022;35;;;;
10/26/2022;28;;;;
10/27/2022;19;;;;
10/28/2022;31;;;;
10/29/2022;31;;;;
10/30/2022;30;;;;
10/31/2022;44;;;;
11/1/2022;51;;;;
11/2/2022;34;;;;
11/3/2022;18;;;;
11/4/2022;41;;;;
11/5/2022;36;;;;
11/6/2022;23;;;;
11/7/2022;46;;;;
11/8/2022;51;;;;
11/9/2022;66;;;;
11/10/2022;72;;;;
11/11/2022;68;;;;
11/12/2022;76;;;;
11/13/2022;46;;;;
11/14/2022;71;;;;
11/15/2022;124;;;;
11/16/2022;116;;;;
11/17/2022;161;;;;
11/18/2022;126;;;;
11/19/2022;123;;;;
11/20/2022;117;;;;
11/21/2022;196;;;;
11/22/2022;179;;;;
11/23/2022;216;;;;
11/24/2022;260;;;;
11/25/2022;224;;;;
11/26/2022;190;;;;
11/27/2022;145;;;;
11/28/2022;326;;;;
11/29/2022;381;;;;
11/30/2022;413;;;;
12/1/2022;342;;;;
12/2/2022;360;;;;
12/3/2022;327;;;;
12/4/2022;265;;;;
12/5/2022;536;;;;
12/6/2022;506;;;;
12/7/2022;440;;;;
12/8/2022;229;;;;
12/9/2022;502;;;;
12/10/2022;437;;;;
12/11/2022;333;;;;
12/12/2022;626;;;;
12/13/2022;629;;;;
12/14/2022;608;;;;
12/15/2022;605;;;;
12/16/2022;447;;;;
12/17/2022;352;;;;
12/18/2022;314;;;;
12/19/2022;512;;;;
12/20/2022;420;;;;
12/21/2022;374;;;;
12/22/2022;375;;;;
12/23/2022;326;;;;
12/24/2022;273;;;;
12/25/2022;138;;;;
12/26/2022;377;;;;
12/27/2022;349;;;;
12/28/2022;331;;;;
12/29/2022;297;;;;
12/30/2022;260;;;;
12/31/2022;163;;;;
1/1/2023;74;;;;
1/2/2023;176;;;;
